Carpeta;Nombre del archivo;Planta_Inglés;Estado_Ingles;Planta_Español;Estado_Español;Planta_Estado
Tomato_sick;74219bb8-17cf-4bf5-9289-5a23151a317b___GHLB2 Leaf 8882.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;f229967a-5c3e-4470-87e3-e381bb03a048___UF.GRC_YLCV_Lab 02337.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8ff89c36-cac0-4ed5-ac93-206411247229___GCREC_Bact.Sp 6377.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a61d4b9b-aaf1-40a1-84d2-8adfe9359a88___GCREC_Bact.Sp 6163.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;b6c7fcf9-6f88-4814-9620-04ae2c23cbad___RS_Late.B 5234.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c7241dbd-e45f-4954-88f2-85b40ca9c223___UF.GRC_YLCV_Lab 01648.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;db95e564-778f-46ff-8f37-0dc98d76b495___YLCV_GCREC 5378.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;46e093ee-26f6-4069-a128-b4efff8355de___YLCV_GCREC 2902.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e93721af-a478-4021-8d9a-bffdc1ba7c45___RS_Late.B 5050.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a007bf16-ab14-4d3c-99b1-0710882cbb17___RS_Erly.B 9388.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a8b4ad62-2cbc-46a7-a323-d99ccd9ffbdc___YLCV_NREC 2106.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;7b199548-cc65-468a-9cf7-51db805dfdeb___Com.G_TgS_FL 1068.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c55a139e-b525-4ea8-adad-1d4d18f432bd___YLCV_NREC 2218.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e12f8d7b-129a-4ed2-bf6c-066ba23d2daf___UF.GRC_YLCV_Lab 09494.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8d025d16-0058-42b5-82b5-4cd88dd6f110___GHLB2 Leaf 8785.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;2fb77f60-ae5b-40c4-b6fb-3c90ac55ccd4___Com.G_SpM_FL 9367.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;0757ed7d-27b6-4b66-b5d1-36efb744bbe2___UF.GRC_YLCV_Lab 02775.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;df9e0c7e-59cb-4a87-abbd-66f0f78e5130___RS_Erly.B 8275.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e6ffc869-ee06-4347-a039-11f4e4d585ce___Com.G_SpM_FL 8826.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;87a0203e-4e4a-4078-b202-a755983743d7___YLCV_NREC 2984.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;227541e4-58a7-4abe-aef0-0fab2131c907___Com.G_TgS_FL 0743.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c6802f8a-d9c0-47ea-bd12-cd51b3bd9ef2___GCREC_Bact.Sp 3058.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;b0a1ada0-f496-46a3-827e-2d721dabee59___GHLB2 Leaf 9086.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;d4ac342b-52cf-490f-808f-410d101fcd4b___RS_Late.B 5483.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;fe71b883-7106-4a92-85b6-09e6015ff0ff___Com.G_SpM_FL 9303.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;3266de9f-884f-424a-b3fa-9f8e9aae4478___UF.GRC_YLCV_Lab 01595.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;5f6d78c0-b638-4d18-8e3c-5152d4da0cf7___UF.GRC_YLCV_Lab 01459.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a3730723-fc8b-4576-b031-e584e270d775___Com.G_SpM_FL 1144.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;4f5f7643-a0aa-4dc4-ae00-a17097e949e9___UF.GRC_YLCV_Lab 03387.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;61aff020-4e3f-4ef4-85b4-99489d8b2cb2___GCREC_Bact.Sp 3613.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8acb0ba2-8779-4c61-92c3-b293f36be728___YLCV_NREC 2261.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;186fd47c-c1a7-4384-b619-dc3c0c0e9d4b___PSU_CG 2203.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;5ba3b6f4-7b05-4588-8063-078c48268e88___Keller.St_CG 1935.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;160f7688-821b-4d25-a867-62d0cf492777___Com.G_TgS_FL 0808.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c742e379-a56a-44b5-96d0-1918dd2cb2c9___GCREC_Bact.Sp 3182.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c0cd110f-ee8a-428e-aa00-d51f89b5a843___GHLB2 Leaf 8639.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;4076ca17-4ef4-4d2c-bfd9-9b7fd88e358a___UF.GRC_YLCV_Lab 02880.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;f76c81a2-941e-4a7b-8ce1-ae366c83d87e___Com.G_TgS_FL 0708.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;d8a90b81-eb30-461d-80ba-4fa9c93f379d___GCREC_Bact.Sp 3757.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;54461621-21aa-4ae7-92e1-800c74162441___Com.G_SpM_FL 1721.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8db4bafa-489e-42ff-ad14-98cb9af8e733___RS_Late.B 5397.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;ac1fbb8a-2a44-4d70-8c93-fc3cc13a876d___GHLB_PS Leaf 17 Day 8.jpg;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;5c498e4e-e9b8-4380-828e-53dfd9beb683___RS_Erly.B 7788.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;5f21282c-e2ef-4c4a-ace1-b5701fe7effc___GHLB2 Leaf 8999.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;f040657b-3db1-4bb3-bea8-1e821c36e655___UF.GRC_YLCV_Lab 02866.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;2f3ee17d-5e55-4681-bdc2-4f66e2c582cd___YLCV_NREC 2934.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;4efe334c-09f2-44ec-b2cf-37dc45c693d2___GHLB2 Leaf 90.1.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;bc54f201-4a3b-446f-af60-ea26285893c8___UF.GRC_BS_Lab Leaf 8951.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;47d90e2b-bd1b-4b84-94dd-9cdfa31ba15a___GCREC_Bact.Sp 3732.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;d9432e3e-282e-450c-9375-a3b062353075___RS_Late.B 6430.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;47c05777-ef2f-4baf-8f1a-61ab067a4627___RS_Erly.B 7350.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;01d9be0b-c5e7-49db-8cdf-46bd0ef2c6e7___RS_Late.B 7066.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a39d6453-a2e7-45ef-8887-b99383ad308f___UF.GRC_YLCV_Lab 03222.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a1d8e2a7-c4c9-42d2-8a0d-bcf04053412f___GCREC_Bact.Sp 5672.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;b165d0d3-726d-4913-8b92-3f14e1b99410___RS_Erly.B 6377.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;630d9390-f02d-4e8b-b311-bdf948c28d3d___YLCV_NREC 2189.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;fbd10e52-035a-4aef-8e50-d01edcef1d9f___UF.GRC_YLCV_Lab 02117.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;2a1190a6-0661-4066-a05d-2b6486788f10___Com.G_TgS_FL 8239.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;ad4a99a4-3dc7-4401-85d6-d803b9fcc70a___Com.G_SpM_FL 1762.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;7bff3fb7-788d-414c-bf0e-92a5ce4a4757___UF.GRC_YLCV_Lab 02064.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;10fa4e01-9f51-4840-b432-d0027f547ccd___UF.GRC_YLCV_Lab 03252.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;1ea67ad6-cd45-45f3-a5a0-30474042f0fc___Com.G_SpM_FL 9389.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;45fefdc6-a9a7-4955-8066-146efe1c8a1c___GHLB_PS Leaf 27 Day 9.jpg;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;48c5a9cd-b96e-468d-803d-9cf03c56a9e3___UF.GRC_YLCV_Lab 01535.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;2bba06e5-9c91-45f2-a841-7b30b0d53f23___Crnl_L.Mold 6603.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;30f6aead-5cd9-453d-85e6-56e93c1987d8___Crnl_L.Mold 6886.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;5d4fc217-1da5-4459-86af-14d60427f77d___Keller.St_CG 1850.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;beeecf7f-1986-4254-aa64-02d0b3a95896___Matt.S_CG 7581.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;16d0561b-45f1-477a-9a2a-d77f3b0c3412___YLCV_NREC 2779.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a3b0fe3a-8a97-479f-908e-dc0c08d0771b___UF.GRC_YLCV_Lab 01419.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;219b7a76-6182-4a77-9842-6a5089f37d4b___UF.GRC_YLCV_Lab 01772.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;88323382-24d3-4441-8ce8-30a00e7c3b80___YLCV_GCREC 2938.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;10293c1b-da1e-4b3a-821e-4f71c54c2733___YLCV_NREC 2751.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;0e763e60-8821-4484-9793-f8ee4f515127___Com.G_TgS_FL 8135.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;02cb40d6-550a-42fb-99ce-247e4406a322___UF.GRC_YLCV_Lab 02991.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;0ce34f26-3bd6-420e-ba31-0373b465f267___PSU_CG 2099.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;74511db1-33bc-4c6c-8974-2e429535bd80___YLCV_GCREC 5132.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;057552a8-8c38-443f-b523-5ee2b428e622___UF.GRC_YLCV_Lab 09477.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;318530ca-975c-482f-b3cf-bdf6435f09d1___JR_Sept.L.S 8510.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;96418ba8-a05f-4dea-9f8c-d4310ee564be___RS_Erly.B 7620.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;b57bfdc6-1769-4976-8d28-14e1c7915b36___YLCV_NREC 2855.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6acdfc27-7fc5-47c9-bbe9-153ac4a3b797___Com.G_SpM_FL 9014.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;ad431cb2-5bf6-4fe4-870d-dbe2b92ba49d___Com.G_TgS_FL 0988.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c7e23991-0dda-4cd3-9821-6617de25114f___YLCV_GCREC 2383.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;9d83467e-974a-478a-a163-e20240fcf102___Crnl_L.Mold 6786.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;0e16b13c-0308-4199-a823-c6c2ab944023___GCREC_Bact.Sp 3068.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a020ee4e-9cae-443b-bb0a-d2ef47b7b9a3___YLCV_NREC 2362.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;074c64b5-426e-400b-9895-4f23794880b7___YLCV_NREC 2734.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;dd2b8533-07a6-4b75-a682-80def8ddb105___YLCV_NREC 2373.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8b6855e2-9cc6-41f9-b5f7-b65e184d4b4d___Com.G_SpM_FL 8894.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;fb5ec5d8-3bfd-4ea3-a303-4b07edfbeef8___YLCV_GCREC 2034.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;cc3d7254-1d1c-45d0-a483-6396c6bc9e9e___YLCV_NREC 0174.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;30d35029-a9ce-44c7-b717-0fabef24398d___Com.G_TgS_FL 8253.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;87df3986-446d-4bea-ac61-8fa8645f659d___UF.GRC_YLCV_Lab 09493.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6080e4bb-3213-4074-8012-324bdfbc6583___YLCV_NREC 2469.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;250522aa-27e8-4238-8a1a-61dc70bb4b9d___Matt.S_CG 7557.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;4db90450-4f6c-4152-b3a1-dc4f8fcdc346___YLCV_NREC 0160.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;57e9994b-38f9-4bb7-9d11-6fa671c751e6___YLCV_NREC 2253.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;91283b6b-c36d-4ee6-8ab9-fae527f1dce0___UF.GRC_YLCV_Lab 01775.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;31d70d89-c1d5-45ab-8b06-76a3f4b8e403___YLCV_NREC 2181.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6fe85fcb-85fd-46cb-b3f3-6039dc935e79___Matt.S_CG 7532.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;21aa9ddb-0051-41c7-b1e3-316c20c64483___Com.G_TgS_FL 8151.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;75ab27f9-4a06-4ec8-a335-078802c71fe0___RS_Late.B 5384.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;9414def1-5b7d-46c2-9192-18f8ec3daa04___Com.G_TgS_FL 7909.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;7c6b8e90-fd14-4f00-b1cc-1f3e9406fd6d___GCREC_Bact.Sp 5764.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;f2ddfdc3-b25d-4b65-8ff4-d1cc23111899___UF.GRC_YLCV_Lab 03011.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;3288f220-6679-4d0b-9aca-b0603da72bd3___UF.GRC_YLCV_Lab 01444.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;9eaef8d7-dd22-449e-b837-d01a7eb4afe6___RS_Erly.B 7686.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c4b227e7-9318-4ff3-a816-a9b9dd0469ad___Com.G_TgS_FL 9759.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;17e22e2c-e795-49f8-82c3-58b048b1b4c3___UF.GRC_YLCV_Lab 03366.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;9aa143c8-5f40-4499-aac7-2f9525381fb4___UF.GRC_YLCV_Lab 02901.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;26308383-47d1-4bff-b79a-adebe7aeddc3___UF.GRC_YLCV_Lab 08535.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;283ff0be-6e5e-4b4e-bf21-639780b77ffc___GHLB2 Leaf 8636.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;d85a58df-b7e9-4552-b067-fe9fa070ce4e___Com.G_TgS_FL 9686.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c55448f3-e375-4b37-9b38-58ff1444b592___Com.G_SpM_FL 8509.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;56dfc698-989d-4515-b7de-1c2ac6283bb3___GHLB2 Leaf 8923.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e64d0e92-dbc2-44c2-b96a-3da5dc3a1c39___GHLB_PS Leaf 15.1 Day 8.jpg;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;4f72435f-b379-4954-8c28-27e8ec20bc76___Com.G_TgS_FL 0011.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;233a6e98-c829-45b2-892c-04641a4de6a0___YLCV_NREC 0245.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6e67c953-5934-439c-8303-e1762793a36a___PSU_CG 2181.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;71bf15ef-4ea3-41b6-be93-f8c882784fee___YLCV_GCREC 2001.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e44c4283-e4da-4230-823b-3229722e1e32___Com.G_TgS_FL 8061.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;71db3398-c198-486b-b2e7-1b0095dc2e37___Com.G_TgS_FL 8055.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;7d8f07cb-cb5b-4c4a-97f9-224258af8343___GHLB2 Leaf 8791.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;5c36927d-8195-4c2b-aa97-22da5e2e7647___UF.GRC_YLCV_Lab 08508.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;63be767f-96b5-4d52-b6d1-56872a6aa07b___YLCV_GCREC 5284.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;2c0d4b4f-d53f-4acc-bc40-ae766236b526___UF.GRC_BS_Lab Leaf 9298.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;df881657-9304-417d-9bcd-71a17314df06___YLCV_GCREC 5135.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;58716bd0-de1b-480d-9381-af08e2f13813___Crnl_L.Mold 6732.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a6891d50-81a2-4611-86cb-4db90ac9cda8___YLCV_NREC 2050.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;860b6c56-686a-4f21-8ae3-d7e45acd760b___GHLB_PS Leaf 25 Day 16.jpg;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;84836cba-6362-4e3b-b86c-d84f91d186ce___JR_Sept.L.S 2499.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;4685f4da-68f9-42e2-be02-ed5efd249606___YLCV_GCREC 2669.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;347c2ba2-84c7-4e59-9bee-cfbf532f9c27___Matt.S_CG 6699.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e17ce060-c563-4f08-ad38-e491d5f09688___GCREC_Bact.Sp 5661.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6a4ce1e3-a768-4f6e-96cf-3590df10fdc5___GCREC_Bact.Sp 3608.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;78026401-90de-477b-8c6d-e9bde6f41f41___UF.GRC_YLCV_Lab 02185.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;983bfaa3-14b8-4834-b530-2ee5fbed07a4___Com.G_SpM_FL 8567.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6a4e278f-5480-448b-8064-62f5417f77d9___UF.GRC_YLCV_Lab 02673.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c65bee06-904b-4e58-a1e8-9f50d4d19fa7___Com.G_SpM_FL 9414.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;421b6662-c258-4c0d-b036-f42bf389c930___Com.G_SpM_FL 1763.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c1f3630e-3f47-449c-88fb-31fef64a3ee2___Com.G_SpM_FL 9344.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8e89b070-c8f0-47f5-a7c4-e28a92e0454b___GHLB2 Leaf 9097.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;e853c1a3-9134-47ab-a1c6-12ec9d35c0ca___GCREC_Bact.Sp 3723.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8f652c9e-134b-4b9f-bdca-15ad4f6a87ba___GHLB2 Leaf 8808.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;c1455e56-20b7-4ecf-b3d9-6d010884f7a8___YLCV_GCREC 2149.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;d1008c7b-3788-449e-ba2d-0c9dbd15542c___UF.GRC_YLCV_Lab 02099.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;dbb50cba-a410-49af-a95f-ac53d5fc9af3___Com.G_TgS_FL 8295.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;307fce09-a14f-4c25-a3a3-5db9bee937b3___UF.GRC_YLCV_Lab 02435.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8f6d61de-94c3-4f13-9bd0-62e7732663c4___YLCV_GCREC 5170.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;d7d2bf3e-2e90-4f21-8c2f-df9baffac2e9___Com.G_TgS_FL 8354.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;131407de-62dc-44bf-81c8-b0c4c173df9e___JR_Sept.L.S 2726.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;617d8604-4b86-4154-99c2-2910429596f8___YLCV_NREC 0109.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;68f9f67d-e84a-4551-871c-7b56aab9defc___RS_Erly.B 7693.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;34dc951d-39ac-4456-8424-884d0b115170___Com.G_SpM_FL 9454.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8230ca9b-e795-43a8-a082-5c4d49e02381___UF.GRC_YLCV_Lab 02078.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;a06cd325-69d3-476c-a515-7e836bb39f3a___RS_Late.B 7126.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8131b829-6d50-4c6a-934f-1287650a3d2a___UF.GRC_YLCV_Lab 02456.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6fa8c523-7ee3-483c-b35c-c34fa517e75b___Com.G_TgS_FL 0978.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;f75e6248-4f29-42d7-877f-14f3024a7fd7___Crnl_L.Mold 6896.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;f7f90078-4728-4ee5-a383-0174afba2020___Com.G_TgS_FL 7894.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;8a978fac-e243-47d0-8d41-5de481bae7ab___UF.GRC_YLCV_Lab 09395.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;6c6d960d-50e1-45ca-adb4-fc9b8218b698___UF.GRC_YLCV_Lab 02722.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;dd3bd618-677a-4661-81bd-8ac871ad8549___GHLB2 Leaf 8884.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;0b17e71c-fee6-4b5e-9a7d-8ba44d29215f___Com.G_SpM_FL 8549.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt.S_CG 1286.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;807ff772-48f7-4e2e-b4ea-e05ce327a9a4___GCREC_Bact.Sp 6213.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;3a0d39c0-0ca6-455f-92ab-c773ba6270e9___GCREC_Bact.Sp 3084.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
Tomato_sick;7502f8cf-3966-4e1b-bbb5-9a2db01ced48___UF.GRC_YLCV_Lab 01922.JPG;Tomato;sick;Tomate;Enferma;Tomate_Enferma
