Carpeta;Nombre del archivo;Planta;Enfermedad Inglés;Saludable;Planta_Estado;Planta Español;Planta_Estado_Español;Nombre traducido por GPT;Nombre Coloquial en Colombia;Nombre Coloquial en TV
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ff256e75-81da-44c3-93dd-e87711083454___UF.GRC_YLCV_Lab 03146.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;f2f50a2d-c48e-4510-8ce4-fb857ac23534___YLCV_NREC 2675.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ba5746c9-27e9-4baa-a4ab-67f507672b02___YLCV_NREC 2742.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;a408024e-b016-4351-b4ea-54ee065eec85___UF.GRC_YLCV_Lab 03039.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;e98e9e88-f0c9-4d56-b3ce-47e9129d2236___UF.GRC_YLCV_Lab 02594.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;fca5e8cf-1dd1-45c5-aa33-27b303528cd4___UF.GRC_YLCV_Lab 02229.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;da7239e3-8854-4f6c-b5e2-4609c1ec4214___YLCV_GCREC 2283.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;496b9a29-4c37-40bc-b5a8-42cc372c89e1___YLCV_GCREC 2730.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ca62ac2e-3002-41ab-8201-48745eb568d2___UF.GRC_YLCV_Lab 01317.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;9d220ab4-26b6-4367-956b-59b625501152___YLCV_NREC 2600.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;69369114-ce25-4be1-b645-e34a0d7bb649___YLCV_GCREC 5495.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;a137af7e-9303-4def-8335-a2245781a60f___UF.GRC_YLCV_Lab 08439.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ab4df6f2-5a4c-4e14-8742-9d1b11f621c7___YLCV_GCREC 5304.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;457a69a1-8599-4401-bda6-3f295011ff44___UF.GRC_YLCV_Lab 03111.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;581f59a2-b6fb-44d0-ba64-db7a17c181d7___UF.GRC_YLCV_Lab 01718.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;34d67ccd-bf6c-46a9-acf6-8d28a5eac663___YLCV_GCREC 5346.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ae04fe90-1315-4523-af19-7a728e1878fe___UF.GRC_YLCV_Lab 02081.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;90391022-d47a-49fa-a95b-48612ec23288___YLCV_NREC 2509.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;d877ae9e-09f0-4612-9668-adcfdf6d756c___UF.GRC_YLCV_Lab 02803.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;2e35da7f-b86b-4298-b15c-bfaf24f93356___YLCV_GCREC 5280.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;db84d988-ad71-41bb-90c1-80ce52319eb3___YLCV_NREC 2889.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;1a748453-121a-4266-882a-ae0515c0145f___UF.GRC_YLCV_Lab 02266.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;21c74488-b442-4f56-8bc7-80fc49bda969___UF.GRC_YLCV_Lab 09500.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;5bf51eeb-ffe7-48e2-9799-a27735dde9e4___YLCV_GCREC 5344.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;2531fc5c-6659-46f3-b915-5eab5fcd6782___UF.GRC_YLCV_Lab 02759.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;f7a55f69-a61c-4b94-b7a0-8f69cc225377___UF.GRC_YLCV_Lab 03189.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;dac7b3e6-1a9d-47c2-af41-0f0a88704989___UF.GRC_YLCV_Lab 03070.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;2cf77de4-b5cd-404b-8949-53c5687d3936___UF.GRC_YLCV_Lab 09541.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;9abc5afe-f6bd-4c9e-9670-7722d167da78___YLCV_GCREC 2213.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;1b273914-1083-497e-a4fb-4a515ea53296___UF.GRC_YLCV_Lab 08552.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ca2dbc47-f209-4aae-a393-96596aee88a4___UF.GRC_YLCV_Lab 01615.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;e346fbf7-5888-423a-b2c6-ff67dd1e3b3f___YLCV_GCREC 2166.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;28dd4844-6c21-4963-8529-0f4694253e57___YLCV_GCREC 5312.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;253ae572-3c75-4781-b05b-e5ca1cf3df14___YLCV_GCREC 2874.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;078713ce-c5a0-4351-adcb-00c481417d34___YLCV_GCREC 2304.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;021c4cd6-30ea-465e-9396-515520ead6b2___YLCV_GCREC 2422.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;3590b404-1cdc-4588-b956-ccfe8e0c7fe2___YLCV_GCREC 1974.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;8a3f2abe-86f3-49ab-a53b-ca83f59383db___UF.GRC_YLCV_Lab 03339.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;eec6cfb3-3856-4d30-a800-1dc0a1a11f13___UF.GRC_YLCV_Lab 08537.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;3bbbc0b0-261d-4bf7-ae6c-8d43782a7918___YLCV_NREC 2149.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;a372d7b6-0276-4a6d-9380-2f106b8cd173___UF.GRC_YLCV_Lab 02176.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;efa48701-ac0e-40d2-b6bc-36cc3b4693b9___YLCV_GCREC 1950.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;8bc6637b-8f4e-49c3-9f82-4704c25d2188___UF.GRC_YLCV_Lab 03196.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;e41367d2-a47a-4a38-ae2e-5b4e2a9f46ee___YLCV_NREC 0067.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;394b939c-bcc9-46b5-aaa9-b57e283716a5___YLCV_GCREC 2821.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;b835db33-4bfa-46ce-a6b0-30899a215618___UF.GRC_YLCV_Lab 01401.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;7c8a214f-de9a-415a-addf-2c89b35d69ff___YLCV_GCREC 2406.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;1b951a13-a6af-48f7-8d4c-fbdf2d4d0c7c___UF.GRC_YLCV_Lab 02208.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;4d217dc5-bbb7-4704-afc3-0058b877be7a___UF.GRC_YLCV_Lab 02345.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;3364ca52-294e-4756-92bc-96fe74136c6e___YLCV_GCREC 2417.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;3af722a4-7905-4730-a6e0-ef81ac334b55___YLCV_NREC 0135.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;d3606035-460e-459a-a286-4e35c2390d2d___YLCV_GCREC 5394.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;91ca0680-4696-4828-8bac-8d42436f9559___YLCV_GCREC 1947.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;13b9cfb4-eb4a-4dc8-b005-705687b4cf53___UF.GRC_YLCV_Lab 02602.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;ad80c057-1d90-44a4-b330-327657b1075a___YLCV_NREC 2126.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;e5ed7151-897c-41a7-9967-4bfbdbe859ce___YLCV_GCREC 2927.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;e8c03179-1d85-479c-92d0-ad1616ebf139___UF.GRC_YLCV_Lab 02308.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;fc8d8c51-99a2-4dc2-8b2c-c304f793fb86___YLCV_NREC 2829.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;1c0478dc-09a0-4828-ab05-60c7063c7491___UF.GRC_YLCV_Lab 03153.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;49c01986-9483-4a7e-903f-d9bf612d4bf3___UF.GRC_YLCV_Lab 02605.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;36ac03db-983a-4b26-8d28-a99d2fa5706d___YLCV_GCREC 1899.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;02cee277-e491-468a-8ffc-f64227d33b4c___YLCV_GCREC 2197.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;77dbd010-7fcb-4709-9eb6-bbf0dd1bb4c2___UF.GRC_YLCV_Lab 02798.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;da32e60b-9523-4a19-90c9-eeb088730229___UF.GRC_YLCV_Lab 02583.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;923e88aa-d37a-4890-98f6-503eb87dbee4___YLCV_NREC 2568.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;87acc23d-cbbb-42ed-943b-5a138beff815___UF.GRC_YLCV_Lab 02119.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;d71aec8d-c1bd-4ed0-b6aa-4c9a5111bf36___YLCV_NREC 1992.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;5e6befa6-70ea-4001-b4bc-986ec910cbbc___YLCV_NREC 2638.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;bdb177f1-13d0-4a45-b197-aa20ef75b4ca___UF.GRC_YLCV_Lab 02750.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;9ee6c0b2-37ba-4559-b597-c1cce9f2a201___YLCV_NREC 0299.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;c4cc0c05-8038-406c-92da-37791f0ddbf2___YLCV_GCREC 5503.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;71f58e1d-789f-45ce-bf89-ab68b26b2633___UF.GRC_YLCV_Lab 09507.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;a6e6ecb7-e18f-4575-a18b-2d3f42a46c08___YLCV_NREC 2485.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;f4d4e7ed-7f9f-499d-8e61-92a8941e7b7f___UF.GRC_YLCV_Lab 01469.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;2a893d80-fce2-4a58-b33e-de1e4d15cca3___UF.GRC_YLCV_Lab 01792.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;cc346713-ed41-45e1-a825-b355910bf8f8___YLCV_NREC 2575.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;64889fde-cdf2-47c8-996b-87d8ada6525a___YLCV_GCREC 5180.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;69853336-0ccf-4fdc-8602-774279ecbce6___YLCV_GCREC 2836.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;1fc81b3a-b368-40d7-a2fd-ba6bbea7530d___UF.GRC_YLCV_Lab 09456.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;1c28ac78-ae5c-4e33-81bb-c2311ded2d8d___YLCV_GCREC 2560.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;04f5d2d8-e08a-4c02-b7fb-89d1edd51110___UF.GRC_YLCV_Lab 09578.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;4d9d5f92-32f5-4b3a-8de8-7df3b4df27ea___UF.GRC_YLCV_Lab 02031.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;78690647-14e6-49d6-bca6-7bcf80b95fba___YLCV_GCREC 2267.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;37ad20ce-265a-4479-9d17-d61cd83a620d___YLCV_GCREC 5526.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;86db1c3d-0992-4b12-b050-6e30c28e1cc8___UF.GRC_YLCV_Lab 01699.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
Tomato__Tomato_Yellow_Leaf_Curl_Virus;4e1d03df-d441-47d3-a8c4-ae0d20e21da4___UF.GRC_YLCV_Lab 02197.JPG;Tomato;Tomato_Yellow_Leaf_Curl_Virus;No;Tomato_sick;Tomate;Tomate_Enferma;Virus del rizado amarillo;Hojas enrolladas del tomate;Le falta agua
