Carpeta,Nombre del archivo,Planta,Condición,Saludable
bean-angular_leaf_spot,bean_angular_leaf_spot_train.115.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.101.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.129.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.317.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.303.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.74.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.60.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.48.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.288.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.263.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.277.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.16.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.14.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.28.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.89.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.249.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.261.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.275.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.76.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.62.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.329.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.315.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.301.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.117.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.103.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.102.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.116.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.300.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.314.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.328.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.63.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.77.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.274.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.260.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.248.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.88.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.29.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.15.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.39.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.11.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.264.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.270.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.258.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.98.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.73.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.67.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.310.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.304.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.338.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.112.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.8.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.106.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.9.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.107.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.113.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.339.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.305.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.311.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.66.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.72.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.99.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.259.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.271.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.265.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.10.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.38.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.12.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.273.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.267.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.64.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.70.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.58.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.298.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.307.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.313.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.105.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.111.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.139.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.138.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.110.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.104.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.312.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.306.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.299.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.59.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.71.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.65.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.266.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.272.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.13.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.22.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.36.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.257.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.83.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.97.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.243.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.68.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.40.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.294.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.280.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.54.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.323.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.337.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.109.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.7.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.121.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.135.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.40.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.41.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.134.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.120.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.108.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.6.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.336.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.322.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.55.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.281.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.295.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.41.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.69.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.242.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.96.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.82.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.256.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.37.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.23.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.35.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.21.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.268.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.94.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.240.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.254.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.80.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.283.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.57.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.43.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.297.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.308.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.334.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.320.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.4.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.136.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.122.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.42.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.123.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.137.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.5.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.321.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.335.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.309.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.296.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.42.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.56.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.282.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.81.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.255.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.241.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.95.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.269.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.20.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.34.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.18.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.30.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.24.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.91.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.245.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.251.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.85.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.279.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.286.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.52.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.46.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.292.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.331.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.325.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.319.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.133.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.127.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.1.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.0.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.126.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.132.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.318.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.324.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.330.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.293.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.47.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.53.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.287.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.278.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.84.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.250.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.244.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.90.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.25.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.31.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.19.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.27.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.33.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.252.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.86.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.92.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.246.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.45.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.291.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.285.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.51.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.79.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.326.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.332.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.124.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.130.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.118.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.2.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.3.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.119.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.131.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.125.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.333.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.327.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.78.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.50.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.284.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.290.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.44.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.247.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.93.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.87.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.253.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.32.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.26.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.41.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.4.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.208.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.234.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.220.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.23.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.37.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.340.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.142.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.156.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.37.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.23.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.181.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.195.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.194.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.180.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.22.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.36.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.157.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.143.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.341.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.36.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.22.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.221.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.235.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.209.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.5.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.40.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_val.42.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.7.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.223.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.237.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.34.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.20.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.343.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.169.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.155.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.141.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.20.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.34.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.196.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.182.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.183.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.197.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.35.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_test.21.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.140.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.154.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.168.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.342.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.21.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.35.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.236.jpg,bean,angular_leaf_spot,No
bean-angular_leaf_spot,bean_angular_leaf_spot_train.222.jpg,bean,angular_leaf_spot,No
